,Date,AveragePrice,TotalVolume,type,year,region
39,27/03/2016,0.97,3557777.32,conventional,2016,GreatLakes
40,20/03/2016,1.06,3368333.6,conventional,2016,GreatLakes
41,13/03/2016,1.03,3145897.89,conventional,2016,GreatLakes
42,06/03/2016,0.98,3818114.32,conventional,2016,GreatLakes
43,28/02/2016,1.05,3419909.75,conventional,2016,GreatLakes
44,21/02/2016,1.07,2837626.92,conventional,2016,GreatLakes
45,14/02/2016,0.96,3386951.48,conventional,2016,GreatLakes
46,07/02/2016,0.85,4865296.26,conventional,2016,GreatLakes
47,31/01/2016,1.04,3330752.29,conventional,2016,GreatLakes
48,24/01/2016,0.95,3806974.62,conventional,2016,GreatLakes
49,17/01/2016,1.05,3166941.66,conventional,2016,GreatLakes
50,10/01/2016,1.06,3310201.06,conventional,2016,GreatLakes
51,03/01/2016,0.92,4065583.41,conventional,2016,GreatLakes
0,25/12/2016,1.45,186180,conventional,2016,HarrisburgScranton
1,18/12/2016,1.21,210917.45,conventional,2016,HarrisburgScranton
2,11/12/2016,1.26,202600.72,conventional,2016,HarrisburgScranton
3,04/12/2016,1.4,172416.11,conventional,2016,HarrisburgScranton
4,27/11/2016,1.4,155286.15,conventional,2016,HarrisburgScranton
5,20/11/2016,1.37,191755.51,conventional,2016,HarrisburgScranton
6,13/11/2016,1.42,197920.72,conventional,2016,HarrisburgScranton
7,06/11/2016,1.55,174837.42,conventional,2016,HarrisburgScranton
8,30/10/2016,1.59,171652.4,conventional,2016,HarrisburgScranton
9,23/10/2016,1.6,195809.34,conventional,2016,HarrisburgScranton
10,16/10/2016,1.49,205728.4,conventional,2016,HarrisburgScranton
11,09/10/2016,1.42,219089.52,conventional,2016,HarrisburgScranton
12,02/10/2016,1.4,214726.86,conventional,2016,HarrisburgScranton
13,25/09/2016,1.37,222019.37,conventional,2016,HarrisburgScranton
14,18/09/2016,1.26,220697.92,conventional,2016,HarrisburgScranton
15,11/09/2016,1.19,272611.45,conventional,2016,HarrisburgScranton
16,04/09/2016,1.15,311176.62,conventional,2016,HarrisburgScranton
17,28/08/2016,1.32,269377.79,conventional,2016,HarrisburgScranton
18,21/08/2016,1.28,258309.18,conventional,2016,HarrisburgScranton
19,14/08/2016,1.22,272099.07,conventional,2016,HarrisburgScranton
20,07/08/2016,1.24,267082.86,conventional,2016,HarrisburgScranton
21,31/07/2016,1.37,253671.67,conventional,2016,HarrisburgScranton
22,24/07/2016,1.36,247275.14,conventional,2016,HarrisburgScranton
23,17/07/2016,1.25,249117.51,conventional,2016,HarrisburgScranton
24,10/07/2016,1.21,274783.17,conventional,2016,HarrisburgScranton
25,03/07/2016,1.23,287688.42,conventional,2016,HarrisburgScranton
26,26/06/2016,1.24,277479.27,conventional,2016,HarrisburgScranton
27,19/06/2016,1.26,267235.79,conventional,2016,HarrisburgScranton
28,12/06/2016,1.24,250231.06,conventional,2016,HarrisburgScranton
29,05/06/2016,1.23,267225.88,conventional,2016,HarrisburgScranton
30,29/05/2016,1.13,280015.07,conventional,2016,HarrisburgScranton
31,22/05/2016,1.12,257598.79,conventional,2016,HarrisburgScranton
32,15/05/2016,1.08,270638.76,conventional,2016,HarrisburgScranton
33,08/05/2016,0.91,373544.69,conventional,2016,HarrisburgScranton
34,01/05/2016,0.99,316410.59,conventional,2016,HarrisburgScranton
35,24/04/2016,1.09,283535.19,conventional,2016,HarrisburgScranton
36,17/04/2016,1.05,257743.57,conventional,2016,HarrisburgScranton
37,10/04/2016,1.05,237139.23,conventional,2016,HarrisburgScranton
38,03/04/2016,1.13,186673.69,conventional,2016,HarrisburgScranton
39,27/03/2016,1.15,247389.76,conventional,2016,HarrisburgScranton
40,20/03/2016,1.08,269456.81,conventional,2016,HarrisburgScranton
41,13/03/2016,1.13,256785.76,conventional,2016,HarrisburgScranton
42,06/03/2016,1.17,240849.91,conventional,2016,HarrisburgScranton
43,28/02/2016,1.11,254954.35,conventional,2016,HarrisburgScranton
44,21/02/2016,1.15,235440.15,conventional,2016,HarrisburgScranton
45,14/02/2016,1.09,264904.19,conventional,2016,HarrisburgScranton
46,07/02/2016,1.1,310166.32,conventional,2016,HarrisburgScranton
47,31/01/2016,1.07,240911.84,conventional,2016,HarrisburgScranton
48,24/01/2016,1.13,269859.91,conventional,2016,HarrisburgScranton
49,17/01/2016,1.15,251772.19,conventional,2016,HarrisburgScranton
50,10/01/2016,1.14,231258.4,conventional,2016,HarrisburgScranton
51,03/01/2016,1.09,252693.38,conventional,2016,HarrisburgScranton
0,25/12/2016,1.49,238100.22,conventional,2016,HartfordSpringfield
1,18/12/2016,1.22,304051.46,conventional,2016,HartfordSpringfield
2,11/12/2016,1.42,245721.9,conventional,2016,HartfordSpringfield
3,04/12/2016,1.54,207482.67,conventional,2016,HartfordSpringfield
4,27/11/2016,1.57,195221.04,conventional,2016,HartfordSpringfield
5,20/11/2016,1.62,240655.78,conventional,2016,HartfordSpringfield
6,13/11/2016,1.82,184928.64,conventional,2016,HartfordSpringfield
7,06/11/2016,1.83,173620.97,conventional,2016,HartfordSpringfield
8,30/10/2016,1.81,180113.35,conventional,2016,HartfordSpringfield
9,23/10/2016,1.78,213547.17,conventional,2016,HartfordSpringfield
10,16/10/2016,1.82,208966.36,conventional,2016,HartfordSpringfield
11,09/10/2016,1.62,231063.21,conventional,2016,HartfordSpringfield
12,02/10/2016,1.69,216818.99,conventional,2016,HartfordSpringfield
13,25/09/2016,1.63,224391.93,conventional,2016,HartfordSpringfield
14,18/09/2016,1.51,233869.17,conventional,2016,HartfordSpringfield
15,11/09/2016,1.22,364052.46,conventional,2016,HartfordSpringfield
16,04/09/2016,1.54,279628.17,conventional,2016,HartfordSpringfield
17,28/08/2016,1.59,287629.57,conventional,2016,HartfordSpringfield
18,21/08/2016,1.46,299545.98,conventional,2016,HartfordSpringfield
19,14/08/2016,1.46,298015.34,conventional,2016,HartfordSpringfield
20,07/08/2016,1.5,288155.59,conventional,2016,HartfordSpringfield
21,31/07/2016,1.72,255025.51,conventional,2016,HartfordSpringfield
22,24/07/2016,1.7,254686.05,conventional,2016,HartfordSpringfield
23,17/07/2016,1.63,259416.65,conventional,2016,HartfordSpringfield
24,10/07/2016,1.46,292611.92,conventional,2016,HartfordSpringfield
25,03/07/2016,1.47,309896.68,conventional,2016,HartfordSpringfield
26,26/06/2016,1.41,329620.35,conventional,2016,HartfordSpringfield
27,19/06/2016,1.5,335704.35,conventional,2016,HartfordSpringfield
28,12/06/2016,1.47,324963.11,conventional,2016,HartfordSpringfield
29,05/06/2016,1.46,303118.06,conventional,2016,HartfordSpringfield
30,29/05/2016,1.15,382443.83,conventional,2016,HartfordSpringfield
31,22/05/2016,1.26,296893.56,conventional,2016,HartfordSpringfield
32,15/05/2016,1.24,416264.79,conventional,2016,HartfordSpringfield
33,08/05/2016,0.86,522565.33,conventional,2016,HartfordSpringfield
34,01/05/2016,1.18,353240.26,conventional,2016,HartfordSpringfield
35,24/04/2016,1.25,342796.24,conventional,2016,HartfordSpringfield
36,17/04/2016,1.18,284479.69,conventional,2016,HartfordSpringfield
37,10/04/2016,1.17,280729.03,conventional,2016,HartfordSpringfield
38,03/04/2016,1.36,254201.52,conventional,2016,HartfordSpringfield
39,27/03/2016,1.31,294602.42,conventional,2016,HartfordSpringfield
40,20/03/2016,1.17,373372.96,conventional,2016,HartfordSpringfield
41,13/03/2016,1.3,315394.32,conventional,2016,HartfordSpringfield
42,06/03/2016,1.27,311503.06,conventional,2016,HartfordSpringfield
43,28/02/2016,1.17,357504.15,conventional,2016,HartfordSpringfield
44,21/02/2016,1.28,288176.27,conventional,2016,HartfordSpringfield
45,14/02/2016,1.1,398441.13,conventional,2016,HartfordSpringfield
46,07/02/2016,1.16,393866.28,conventional,2016,HartfordSpringfield
47,31/01/2016,1.12,390134.81,conventional,2016,HartfordSpringfield
48,24/01/2016,1.27,317932.59,conventional,2016,HartfordSpringfield
49,17/01/2016,1.18,352472.83,conventional,2016,HartfordSpringfield
50,10/01/2016,1.26,284119.04,conventional,2016,HartfordSpringfield
51,03/01/2016,1.07,322752.02,conventional,2016,HartfordSpringfield
0,25/12/2016,0.72,1126850.62,conventional,2016,Houston
1,18/12/2016,0.63,1212933.22,conventional,2016,Houston
2,11/12/2016,0.73,1015973.91,conventional,2016,Houston
3,04/12/2016,0.71,1130895.62,conventional,2016,Houston
4,27/11/2016,0.82,854629.64,conventional,2016,Houston
5,20/11/2016,0.99,827345.76,conventional,2016,Houston
6,13/11/2016,1.05,828866.8,conventional,2016,Houston
7,06/11/2016,1.12,782911.25,conventional,2016,Houston
8,30/10/2016,1.15,709890.11,conventional,2016,Houston
9,23/10/2016,1,777847.84,conventional,2016,Houston
10,16/10/2016,0.98,992992.79,conventional,2016,Houston
11,09/10/2016,0.98,1075303.77,conventional,2016,Houston
12,02/10/2016,0.98,1023030.28,conventional,2016,Houston
13,25/09/2016,0.96,1027782.31,conventional,2016,Houston
14,18/09/2016,0.83,1127109.48,conventional,2016,Houston
15,11/09/2016,0.76,1217346.73,conventional,2016,Houston
16,04/09/2016,0.72,1351649.96,conventional,2016,Houston
17,28/08/2016,0.88,1021607.04,conventional,2016,Houston
18,21/08/2016,0.9,1046506.77,conventional,2016,Houston
19,14/08/2016,0.9,1015264.05,conventional,2016,Houston
20,07/08/2016,0.92,1040953.31,conventional,2016,Houston
21,31/07/2016,0.98,941066.42,conventional,2016,Houston
22,24/07/2016,0.96,985027.91,conventional,2016,Houston
23,17/07/2016,0.92,1006984.22,conventional,2016,Houston
24,10/07/2016,0.89,1101543.61,conventional,2016,Houston
25,03/07/2016,0.92,1189787.36,conventional,2016,Houston
26,26/06/2016,0.88,1186692.39,conventional,2016,Houston
27,19/06/2016,0.89,1153583.3,conventional,2016,Houston
28,12/06/2016,0.83,1209996.42,conventional,2016,Houston
29,05/06/2016,0.85,1182841.54,conventional,2016,Houston
30,29/05/2016,0.82,1128598.95,conventional,2016,Houston
31,22/05/2016,0.68,1378761.67,conventional,2016,Houston
32,15/05/2016,0.69,1343566.69,conventional,2016,Houston
33,08/05/2016,0.65,1406283.85,conventional,2016,Houston
34,01/05/2016,0.68,1308614.45,conventional,2016,Houston
35,24/04/2016,0.67,1393042.56,conventional,2016,Houston
36,17/04/2016,0.69,1310677.68,conventional,2016,Houston
37,10/04/2016,0.7,1271741.46,conventional,2016,Houston
38,03/04/2016,0.72,1256919.1,conventional,2016,Houston
39,27/03/2016,0.75,1345865.16,conventional,2016,Houston
40,20/03/2016,0.76,1162026.04,conventional,2016,Houston
41,13/03/2016,0.76,1136963.49,conventional,2016,Houston
42,06/03/2016,0.76,1091432.18,conventional,2016,Houston
43,28/02/2016,0.76,1048304.1,conventional,2016,Houston
44,21/02/2016,0.8,966990.9,conventional,2016,Houston
45,14/02/2016,0.67,1191352.2,conventional,2016,Houston
46,07/02/2016,0.69,1323490.25,conventional,2016,Houston
47,31/01/2016,0.74,1131583.12,conventional,2016,Houston
48,24/01/2016,0.91,867294.64,conventional,2016,Houston
49,17/01/2016,0.83,1071138.98,conventional,2016,Houston
50,10/01/2016,0.84,1095287.56,conventional,2016,Houston
51,03/01/2016,0.78,1061566.78,conventional,2016,Houston
0,25/12/2016,1.13,135848.61,conventional,2016,Indianapolis
1,18/12/2016,1.19,122035.89,conventional,2016,Indianapolis
2,11/12/2016,1.17,133480.18,conventional,2016,Indianapolis
3,04/12/2016,1.18,144732.39,conventional,2016,Indianapolis
4,27/11/2016,1.34,103728.7,conventional,2016,Indianapolis
5,20/11/2016,1.29,124674.05,conventional,2016,Indianapolis
6,13/11/2016,1.29,127579.36,conventional,2016,Indianapolis
7,06/11/2016,1.37,126205.09,conventional,2016,Indianapolis
8,30/10/2016,1.2,139574.84,conventional,2016,Indianapolis
9,23/10/2016,1.31,142946.23,conventional,2016,Indianapolis
10,16/10/2016,1.27,138921.48,conventional,2016,Indianapolis
11,09/10/2016,1.2,143911.76,conventional,2016,Indianapolis
12,02/10/2016,1.31,146709.18,conventional,2016,Indianapolis
13,25/09/2016,1.39,150804.6,conventional,2016,Indianapolis
14,18/09/2016,1.26,153211.68,conventional,2016,Indianapolis
15,11/09/2016,1.29,157333.39,conventional,2016,Indianapolis
16,04/09/2016,1.31,160672.02,conventional,2016,Indianapolis
17,28/08/2016,1.27,167401.86,conventional,2016,Indianapolis
18,21/08/2016,1.3,160968.73,conventional,2016,Indianapolis
19,14/08/2016,1.27,169421.1,conventional,2016,Indianapolis
20,07/08/2016,1.33,163338.94,conventional,2016,Indianapolis
21,31/07/2016,1.27,159573.77,conventional,2016,Indianapolis
22,24/07/2016,1.2,178389.87,conventional,2016,Indianapolis
23,17/07/2016,1.08,195710.39,conventional,2016,Indianapolis
24,10/07/2016,1.12,191786.29,conventional,2016,Indianapolis
25,03/07/2016,1.1,205562.64,conventional,2016,Indianapolis
26,26/06/2016,1.15,183555.06,conventional,2016,Indianapolis
27,19/06/2016,1.13,193533.04,conventional,2016,Indianapolis
28,12/06/2016,1.12,186723.32,conventional,2016,Indianapolis
29,05/06/2016,1.05,208086.58,conventional,2016,Indianapolis
30,29/05/2016,1.01,210386.61,conventional,2016,Indianapolis
31,22/05/2016,0.87,214847.19,conventional,2016,Indianapolis
32,15/05/2016,0.88,212806.58,conventional,2016,Indianapolis
33,08/05/2016,0.93,228601.39,conventional,2016,Indianapolis
34,01/05/2016,0.92,207488.02,conventional,2016,Indianapolis
35,24/04/2016,0.95,217736.25,conventional,2016,Indianapolis
36,17/04/2016,0.97,218237.53,conventional,2016,Indianapolis
37,10/04/2016,1.07,168009.21,conventional,2016,Indianapolis
38,03/04/2016,0.99,154098.59,conventional,2016,Indianapolis
39,27/03/2016,0.99,195373.94,conventional,2016,Indianapolis
40,20/03/2016,1.12,168886.56,conventional,2016,Indianapolis
41,13/03/2016,1.03,179067.02,conventional,2016,Indianapolis
42,06/03/2016,0.96,208283.71,conventional,2016,Indianapolis
43,28/02/2016,0.99,188077.25,conventional,2016,Indianapolis
44,21/02/2016,1.03,153498.43,conventional,2016,Indianapolis
45,14/02/2016,0.83,219871.64,conventional,2016,Indianapolis
46,07/02/2016,0.88,240237.26,conventional,2016,Indianapolis
47,31/01/2016,0.98,175610.18,conventional,2016,Indianapolis
48,24/01/2016,0.93,168035.39,conventional,2016,Indianapolis
49,17/01/2016,0.97,171404.92,conventional,2016,Indianapolis
50,10/01/2016,1,173238.2,conventional,2016,Indianapolis
51,03/01/2016,0.95,184669.77,conventional,2016,Indianapolis
0,25/12/2016,0.81,187804.02,conventional,2016,Jacksonville
1,18/12/2016,0.84,162502.3,conventional,2016,Jacksonville
2,11/12/2016,1.17,116052.47,conventional,2016,Jacksonville
3,04/12/2016,0.89,206009.55,conventional,2016,Jacksonville
4,27/11/2016,1.36,111672,conventional,2016,Jacksonville
5,20/11/2016,1.36,117495.72,conventional,2016,Jacksonville
6,13/11/2016,1.31,140702.87,conventional,2016,Jacksonville
7,06/11/2016,1.41,127895.28,conventional,2016,Jacksonville
8,30/10/2016,1.41,115122.47,conventional,2016,Jacksonville
9,23/10/2016,1.35,119840.12,conventional,2016,Jacksonville
10,16/10/2016,1.12,157329.41,conventional,2016,Jacksonville
11,09/10/2016,1.31,135520.48,conventional,2016,Jacksonville
12,02/10/2016,1.31,159576.97,conventional,2016,Jacksonville
13,25/09/2016,1.26,158194.1,conventional,2016,Jacksonville
14,18/09/2016,1.05,175928.62,conventional,2016,Jacksonville
15,11/09/2016,1.1,150295.99,conventional,2016,Jacksonville
16,04/09/2016,0.94,239246.03,conventional,2016,Jacksonville
17,28/08/2016,1.14,177300.14,conventional,2016,Jacksonville
18,21/08/2016,1.11,189700.13,conventional,2016,Jacksonville
19,14/08/2016,1.11,206617.11,conventional,2016,Jacksonville
20,07/08/2016,1.23,151751.97,conventional,2016,Jacksonville
21,31/07/2016,1.23,152777.16,conventional,2016,Jacksonville
22,24/07/2016,1.21,156316.92,conventional,2016,Jacksonville
23,17/07/2016,1.22,165453.6,conventional,2016,Jacksonville
24,10/07/2016,1.19,164680.49,conventional,2016,Jacksonville
25,03/07/2016,0.93,272150.68,conventional,2016,Jacksonville
26,26/06/2016,1.19,159128.77,conventional,2016,Jacksonville
27,19/06/2016,0.94,226775.36,conventional,2016,Jacksonville
28,12/06/2016,1.2,151428.59,conventional,2016,Jacksonville
29,05/06/2016,0.95,221144.08,conventional,2016,Jacksonville
30,29/05/2016,0.92,242168.85,conventional,2016,Jacksonville
31,22/05/2016,1.17,160652.39,conventional,2016,Jacksonville
32,15/05/2016,0.79,257370.46,conventional,2016,Jacksonville
33,08/05/2016,0.8,224519.56,conventional,2016,Jacksonville
34,01/05/2016,0.68,370646.01,conventional,2016,Jacksonville
35,24/04/2016,0.8,267225.58,conventional,2016,Jacksonville
36,17/04/2016,1,184827.45,conventional,2016,Jacksonville
37,10/04/2016,0.8,261081.39,conventional,2016,Jacksonville
38,03/04/2016,1.01,181662.16,conventional,2016,Jacksonville
39,27/03/2016,1.06,158322.64,conventional,2016,Jacksonville
40,20/03/2016,1.07,140301.04,conventional,2016,Jacksonville
41,13/03/2016,0.81,241653.71,conventional,2016,Jacksonville
42,06/03/2016,1.06,155654.59,conventional,2016,Jacksonville
43,28/02/2016,0.77,253489.72,conventional,2016,Jacksonville
44,21/02/2016,1.01,141335.89,conventional,2016,Jacksonville
45,14/02/2016,0.95,151724.07,conventional,2016,Jacksonville
46,07/02/2016,0.54,369757.62,conventional,2016,Jacksonville
47,31/01/2016,1.04,151247.03,conventional,2016,Jacksonville
48,24/01/2016,0.93,192194.31,conventional,2016,Jacksonville
49,17/01/2016,1.21,118230.86,conventional,2016,Jacksonville
50,10/01/2016,0.95,181584.67,conventional,2016,Jacksonville
51,03/01/2016,1.09,148599.47,conventional,2016,Jacksonville
0,25/12/2016,0.82,292038.68,conventional,2016,LasVegas
1,18/12/2016,0.81,297506.24,conventional,2016,LasVegas
2,11/12/2016,0.83,339328.92,conventional,2016,LasVegas
3,04/12/2016,0.91,315048.8,conventional,2016,LasVegas
4,27/11/2016,0.86,255656.46,conventional,2016,LasVegas
5,20/11/2016,1.12,237141.08,conventional,2016,LasVegas
6,13/11/2016,1.1,259546.55,conventional,2016,LasVegas
7,06/11/2016,1.2,225301.45,conventional,2016,LasVegas
8,30/10/2016,1.16,223089.05,conventional,2016,LasVegas
9,23/10/2016,1.13,254999.4,conventional,2016,LasVegas
10,16/10/2016,1.08,315743.92,conventional,2016,LasVegas
11,09/10/2016,1.16,276030.7,conventional,2016,LasVegas
12,02/10/2016,1.22,246512.99,conventional,2016,LasVegas
13,25/09/2016,1.2,242299.74,conventional,2016,LasVegas
14,18/09/2016,1.12,278479.43,conventional,2016,LasVegas
15,11/09/2016,0.89,378865.38,conventional,2016,LasVegas
16,04/09/2016,1.03,335179.78,conventional,2016,LasVegas
17,28/08/2016,1.03,288423.36,conventional,2016,LasVegas
18,21/08/2016,1,302708.43,conventional,2016,LasVegas
19,14/08/2016,1.08,295535.64,conventional,2016,LasVegas
20,07/08/2016,1.11,311533.3,conventional,2016,LasVegas
21,31/07/2016,1.17,284566.03,conventional,2016,LasVegas
22,24/07/2016,1.15,283863.44,conventional,2016,LasVegas
23,17/07/2016,1.08,283074,conventional,2016,LasVegas
24,10/07/2016,1,357786.69,conventional,2016,LasVegas
25,03/07/2016,1,362136.8,conventional,2016,LasVegas
26,26/06/2016,0.94,352406.76,conventional,2016,LasVegas
27,19/06/2016,0.91,364254.89,conventional,2016,LasVegas
28,12/06/2016,0.94,348022.24,conventional,2016,LasVegas
29,05/06/2016,0.89,410770.75,conventional,2016,LasVegas
30,29/05/2016,0.89,391993.97,conventional,2016,LasVegas
31,22/05/2016,0.93,318913.34,conventional,2016,LasVegas
32,15/05/2016,0.86,317621.52,conventional,2016,LasVegas
33,08/05/2016,0.83,427575.05,conventional,2016,LasVegas
34,01/05/2016,0.85,363104.7,conventional,2016,LasVegas
35,24/04/2016,0.83,359872.46,conventional,2016,LasVegas
36,17/04/2016,0.81,379464.47,conventional,2016,LasVegas
37,10/04/2016,0.87,354098.37,conventional,2016,LasVegas
38,03/04/2016,0.84,298710.72,conventional,2016,LasVegas
39,27/03/2016,0.85,314268.27,conventional,2016,LasVegas
40,20/03/2016,0.82,332283.27,conventional,2016,LasVegas
41,13/03/2016,0.79,344613.01,conventional,2016,LasVegas
42,06/03/2016,0.91,311402.83,conventional,2016,LasVegas
43,28/02/2016,0.86,316563.55,conventional,2016,LasVegas
44,21/02/2016,0.83,337403.05,conventional,2016,LasVegas
45,14/02/2016,0.79,371467.52,conventional,2016,LasVegas
46,07/02/2016,0.74,437746.54,conventional,2016,LasVegas
47,31/01/2016,0.92,285052.11,conventional,2016,LasVegas
48,24/01/2016,1.08,158978.46,conventional,2016,LasVegas
49,17/01/2016,0.88,289298.37,conventional,2016,LasVegas
50,10/01/2016,0.83,309217.44,conventional,2016,LasVegas
51,03/01/2016,0.8,332971.8,conventional,2016,LasVegas
0,25/12/2016,0.84,2641775.31,conventional,2016,LosAngeles
1,18/12/2016,0.84,2377799.62,conventional,2016,LosAngeles
2,11/12/2016,0.75,2793917.73,conventional,2016,LosAngeles
3,04/12/2016,0.78,2780629.1,conventional,2016,LosAngeles
4,27/11/2016,1.01,2257271.18,conventional,2016,LosAngeles
5,20/11/2016,1.1,2272023.15,conventional,2016,LosAngeles
6,13/11/2016,1.29,1913492.61,conventional,2016,LosAngeles
7,06/11/2016,1.52,1595013.07,conventional,2016,LosAngeles
8,30/10/2016,1.48,1499286.88,conventional,2016,LosAngeles
9,23/10/2016,1.23,2133563.24,conventional,2016,LosAngeles
10,16/10/2016,1.17,2548687.86,conventional,2016,LosAngeles
11,09/10/2016,1.16,2766529.12,conventional,2016,LosAngeles
12,02/10/2016,1.06,2865744.94,conventional,2016,LosAngeles
13,25/09/2016,1,3007073.27,conventional,2016,LosAngeles
14,18/09/2016,1.06,2589309.14,conventional,2016,LosAngeles
15,11/09/2016,0.95,2939704.87,conventional,2016,LosAngeles
16,04/09/2016,0.88,3431676.04,conventional,2016,LosAngeles
17,28/08/2016,0.81,3563268.97,conventional,2016,LosAngeles
18,21/08/2016,0.93,3086167.04,conventional,2016,LosAngeles
19,14/08/2016,1.03,2879218.13,conventional,2016,LosAngeles
20,07/08/2016,1,3094362.21,conventional,2016,LosAngeles
21,31/07/2016,1.06,2826836.07,conventional,2016,LosAngeles
22,24/07/2016,1.01,3033328.67,conventional,2016,LosAngeles
23,17/07/2016,0.97,3092234,conventional,2016,LosAngeles
24,10/07/2016,0.93,3293224.51,conventional,2016,LosAngeles
25,03/07/2016,0.95,3449361.49,conventional,2016,LosAngeles
26,26/06/2016,0.85,3258184.45,conventional,2016,LosAngeles
27,19/06/2016,0.9,3237847.21,conventional,2016,LosAngeles
28,12/06/2016,0.83,3248769.26,conventional,2016,LosAngeles
29,05/06/2016,0.76,3715458.49,conventional,2016,LosAngeles
30,29/05/2016,0.83,3203935.53,conventional,2016,LosAngeles
31,22/05/2016,0.76,3134305.39,conventional,2016,LosAngeles
32,15/05/2016,0.82,2866855.58,conventional,2016,LosAngeles
33,08/05/2016,0.64,3942054.31,conventional,2016,LosAngeles
34,01/05/2016,0.62,3863314.25,conventional,2016,LosAngeles
35,24/04/2016,0.75,3136882.52,conventional,2016,LosAngeles
36,17/04/2016,0.76,3185230.67,conventional,2016,LosAngeles
37,10/04/2016,0.77,3288356.88,conventional,2016,LosAngeles
38,03/04/2016,0.82,2793982.31,conventional,2016,LosAngeles
39,27/03/2016,0.73,3467762.25,conventional,2016,LosAngeles
40,20/03/2016,0.74,3374876.94,conventional,2016,LosAngeles
41,13/03/2016,0.79,2987393.94,conventional,2016,LosAngeles
42,06/03/2016,0.76,3138836.66,conventional,2016,LosAngeles
43,28/02/2016,0.72,3332578.34,conventional,2016,LosAngeles
44,21/02/2016,0.76,3232888.65,conventional,2016,LosAngeles
45,14/02/2016,0.65,3664088.6,conventional,2016,LosAngeles
46,07/02/2016,0.58,4982700.11,conventional,2016,LosAngeles
47,31/01/2016,0.74,3197788.06,conventional,2016,LosAngeles
48,24/01/2016,0.76,3173509.36,conventional,2016,LosAngeles
49,17/01/2016,0.76,2952576.85,conventional,2016,LosAngeles
50,10/01/2016,0.74,3172437.94,conventional,2016,LosAngeles
51,03/01/2016,0.64,3967109.33,conventional,2016,LosAngeles
0,25/12/2016,1.01,81833.86,conventional,2016,Louisville
1,18/12/2016,1.1,67720.14,conventional,2016,Louisville
2,11/12/2016,0.79,105228.6,conventional,2016,Louisville
3,04/12/2016,0.83,127200.91,conventional,2016,Louisville
4,27/11/2016,1.26,57765.51,conventional,2016,Louisville
5,20/11/2016,1.43,59210.76,conventional,2016,Louisville
6,13/11/2016,1.34,64958.65,conventional,2016,Louisville
7,06/11/2016,1.27,70881.52,conventional,2016,Louisville
8,30/10/2016,1.28,70137.79,conventional,2016,Louisville
9,23/10/2016,1.23,75593.36,conventional,2016,Louisville
10,16/10/2016,1.1,81707.99,conventional,2016,Louisville
11,09/10/2016,1.15,78262.36,conventional,2016,Louisville
12,02/10/2016,1.24,75004.32,conventional,2016,Louisville
13,25/09/2016,1.37,75513.07,conventional,2016,Louisville
14,18/09/2016,1.26,87633.41,conventional,2016,Louisville
15,11/09/2016,1.21,90086.4,conventional,2016,Louisville
16,04/09/2016,1.11,82940.98,conventional,2016,Louisville
17,28/08/2016,1.13,82663.2,conventional,2016,Louisville
18,21/08/2016,1.16,89370.33,conventional,2016,Louisville
19,14/08/2016,1.25,85551.19,conventional,2016,Louisville
20,07/08/2016,1.3,80997.55,conventional,2016,Louisville
21,31/07/2016,1.24,86030.88,conventional,2016,Louisville
22,24/07/2016,1.19,95001.32,conventional,2016,Louisville
23,17/07/2016,1.13,101963.67,conventional,2016,Louisville
24,10/07/2016,1.15,94591.67,conventional,2016,Louisville
25,03/07/2016,1,106600.14,conventional,2016,Louisville
26,26/06/2016,1.06,98077.6,conventional,2016,Louisville
27,19/06/2016,1.09,98289.94,conventional,2016,Louisville
28,12/06/2016,1.16,84926.73,conventional,2016,Louisville
29,05/06/2016,1.09,99179.74,conventional,2016,Louisville
30,29/05/2016,0.99,109060.73,conventional,2016,Louisville
31,22/05/2016,0.91,113794.41,conventional,2016,Louisville
32,15/05/2016,0.86,106278.64,conventional,2016,Louisville
33,08/05/2016,0.86,139475.75,conventional,2016,Louisville
34,01/05/2016,0.88,128108.76,conventional,2016,Louisville
35,24/04/2016,0.93,92553.22,conventional,2016,Louisville
36,17/04/2016,0.92,95475.44,conventional,2016,Louisville
37,10/04/2016,0.9,83504.74,conventional,2016,Louisville
38,03/04/2016,0.85,91459.57,conventional,2016,Louisville
39,27/03/2016,0.89,120080.36,conventional,2016,Louisville
40,20/03/2016,0.95,123442.1,conventional,2016,Louisville
41,13/03/2016,1.07,79810.59,conventional,2016,Louisville
42,06/03/2016,1.02,88102.95,conventional,2016,Louisville
43,28/02/2016,0.94,102196.72,conventional,2016,Louisville
44,21/02/2016,0.86,114817.03,conventional,2016,Louisville
45,14/02/2016,0.86,124650.69,conventional,2016,Louisville
46,07/02/2016,0.85,148704.27,conventional,2016,Louisville
47,31/01/2016,0.92,101620.12,conventional,2016,Louisville
48,24/01/2016,0.89,120304.63,conventional,2016,Louisville
49,17/01/2016,0.9,83687.48,conventional,2016,Louisville
50,10/01/2016,0.89,99956.44,conventional,2016,Louisville
51,03/01/2016,0.88,116363.51,conventional,2016,Louisville
0,25/12/2016,0.97,648358.72,conventional,2016,MiamiFtLauderdale
1,18/12/2016,0.97,662655.37,conventional,2016,MiamiFtLauderdale
2,11/12/2016,1.39,446139.65,conventional,2016,MiamiFtLauderdale
3,04/12/2016,0.98,728191.35,conventional,2016,MiamiFtLauderdale
