A,5.40,104.99,68.78,1103.12,264.35,46.56,7.16,1429.00
B,5.40,104.99,68.11,1081.60,274.65,45.51,6.92,1407.00
A,5.40,105.20,68.78,1094.40,269.99,46.46,7.07,1429.00
B,5.44,104.99,68.78,1109.12,270.29,46.07,7.39,1407.00
A,5.44,104.78,68.28,1064.56,251.68,46.68,6.95,1385.00
B,5.52,105.25,68.78,1108.32,265.29,46.94,6.75,1451.00
B,5.52,105.46,67.95,1102.96,272.27,46.32,7.07,1407.00
A,5.52,105.36,67.95,1095.36,263.96,46.95,6.92,1385.00
A,5.52,105.30,68.44,1102.40,262.62,46.51,7.46,1451.00
B,5.56,105.30,68.28,1107.60,272.22,46.45,7.21,1429.00
A,5.56,105.25,68.44,1097.12,272.91,46.27,6.89,1385.00
B,5.60,105.14,68.11,1081.36,256.04,45.44,7.47,1429.00
B,5.60,105.14,69.60,1109.20,268.36,46.54,7.29,1429.00
A,5.64,105.30,68.44,1089.60,254.80,46.45,7.44,1495.00
A,5.68,105.36,68.61,1104.88,271.28,46.71,7.34,1385.00
B,5.68,105.25,67.95,1108.16,274.30,47.21,6.86,1407.00
B,5.68,105.09,68.44,1095.12,276.13,46.32,6.63,1385.00
B,5.72,105.36,68.44,1125.76,285.19,46.95,6.93,1363.00
A,5.80,105.51,68.78,1123.44,276.83,46.80,7.39,1429.00
A,5.84,105.46,68.44,1113.52,268.01,46.59,7.43,1385.00
A,5.84,106.09,69.76,1220.88,304.94,47.04,8.61,1561.00
A,5.88,105.57,68.61,1110.48,268.46,45.89,7.72,1517.00
A,5.88,105.46,69.27,1137.28,284.74,46.65,7.40,1407.00
B,5.96,106.14,68.28,1097.44,263.91,46.62,7.48,1407.00
B,6.00,105.51,68.61,1177.52,287.62,47.48,7.73,1451.00
B,6.00,105.51,68.11,1124.56,272.17,47.03,7.52,1385.00
B,6.04,105.88,69.43,1172.40,295.24,46.87,7.49,1429.00
B,6.08,105.67,68.28,1154.80,292.47,47.36,7.85,1429.00
B,6.16,105.88,70.26,1181.44,293.70,47.76,7.73,1429.00
A,6.44,106.25,70.59,1340.08,323.50,47.73,10.38,1561.00
C,2.24,101.47,64.65,895.36,211.63,44.11,5.08,1319.00
C,2.52,101.84,64.82,899.28,212.48,44.12,5.13,1297.00
C,2.52,101.84,65.14,898.64,213.07,44.12,5.10,1253.00
C,2.64,102.00,64.65,901.28,212.92,44.19,5.16,1319.00
C,2.64,101.89,64.82,901.28,213.07,44.19,5.12,1275.00
C,2.72,102.05,64.98,902.72,213.42,44.22,5.15,1319.00
C,2.84,101.26,65.47,906.72,214.50,44.26,5.21,1275.00
C,2.96,102.42,65.64,914.00,216.43,44.44,5.23,1297.00
C,3.00,102.47,65.64,908.96,214.95,44.24,5.26,1275.00
C,3.00,102.42,66.14,910.16,215.54,44.32,5.22,1319.00
C,3.04,102.31,65.31,910.56,216.14,44.28,5.22,1297.00
C,3.12,102.47,65.47,911.76,215.79,44.33,5.26,1319.00
C,3.12,102.42,65.31,911.04,215.25,44.27,5.24,1363.00
C,3.16,102.52,65.97,913.20,216.93,44.24,5.26,1297.00
C,3.20,102.52,,917.92,218.17,44.40,5.30,1319.00
C,3.24,102.78,65.81,919.36,217.67,44.27,5.27,1319.00
C,3.28,102.62,65.47,917.20,216.98,44.39,5.33,1341.00
C,3.28,102.62,65.47,917.76,219.36,44.34,5.27,1341.00
C,3.32,102.62,65.47,916.56,216.58,44.40,5.27,1297.00
C,3.32,102.62,65.31,923.60,220.30,44.38,5.33,1341.00
C,3.36,102.78,66.30,927.28,220.99,44.48,5.39,1341.00
C,3.56,103.04,66.14,927.84,220.35,44.52,5.40,1319.00
C,3.56,102.94,66.14,933.84,224.90,44.61,5.48,1341.00
C,3.60,102.94,65.97,922.40,218.32,44.53,5.33,1319.00
C,3.68,102.78,65.64,928.16,222.28,44.33,5.42,1319.00
C,3.88,103.25,65.97,942.24,225.35,44.62,5.54,1341.00
C,3.88,103.20,65.97,944.56,225.54,44.66,5.60,1341.00
C,3.88,103.25,65.97,941.36,226.19,44.54,5.55,1319.00
C,3.92,103.46,65.97,945.52,226.83,44.72,5.54,1319.00
C,3.96,103.36,66.79,948.16,226.73,44.82,5.60,1297.00
C,3.96,103.31,66.30,942.96,225.54,44.71,5.54,1319.00
C,4.00,103.57,66.30,949.12,226.24,44.85,5.60,1319.00
C,4.00,103.31,66.30,948.32,226.29,44.64,5.63,1319.00
C,4.04,103.41,66.30,946.32,225.59,44.73,5.63,1341.00
C,4.04,103.41,65.97,956.00,231.48,44.77,5.57,1341.00
C,4.08,103.41,66.96,951.92,227.97,44.54,5.68,1363.00
C,4.08,103.57,66.79,950.80,228.07,44.69,5.69,1319.00
C,4.12,103.62,67.29,959.92,230.69,44.74,5.80,1319.00
C,4.12,103.41,65.97,944.00,224.65,44.60,5.63,1341.00
B,4.16,103.52,66.63,957.68,230.05,44.97,5.72,1319.00
C,4.16,103.68,67.29,955.12,226.78,44.84,5.72,1341.00
C,4.20,103.78,67.29,964.48,228.91,45.13,5.82,1341.00
C,4.20,103.73,66.46,959.12,229.50,44.83,5.80,1363.00
C,4.20,103.62,66.63,963.20,233.31,44.76,5.68,1341.00
C,4.20,103.52,66.46,959.52,233.12,45.36,5.71,1341.00
C,4.24,103.73,67.12,973.20,232.27,45.12,5.88,1341.00
C,4.24,103.94,66.96,967.52,233.31,44.94,5.78,1319.00
C,4.28,103.78,66.30,962.16,233.02,44.83,5.69,1341.00
C,4.28,103.62,66.46,959.84,229.40,44.84,5.76,1341.00
C,4.32,103.83,66.79,962.72,232.92,44.82,5.68,1341.00
C,4.32,103.89,66.79,973.44,235.84,44.87,5.86,1341.00
C,4.32,103.62,66.63,958.64,227.37,44.81,5.72,1341.00
B,4.32,103.68,67.12,965.12,232.77,44.94,5.66,1319.00
A,4.36,103.83,66.96,985.92,242.37,45.33,5.84,1363.00
B,4.36,103.83,66.96,981.12,238.71,44.82,5.88,1363.00
A,4.40,103.89,67.12,973.92,231.98,45.08,5.90,1385.00
B,4.40,103.78,66.96,982.64,242.13,44.98,5.76,1319.00
A,4.44,103.94,66.79,996.24,241.73,44.95,6.02,1319.00
A,4.44,104.04,67.79,990.40,238.96,45.25,5.95,1319.00
A,4.44,103.78,66.30,958.24,229.21,44.88,5.69,1363.00
A,4.44,103.83,66.96,984.24,240.89,45.04,5.84,1341.00
B,4.48,103.89,66.79,964.56,229.75,44.85,5.77,1341.00
A,4.52,104.04,67.12,991.84,241.68,45.10,6.02,1363.00
A,4.56,104.15,67.46,989.36,240.05,45.15,5.90,1363.00
A,4.56,104.20,67.46,985.60,236.93,45.28,5.86,1341.00
A,4.60,104.10,67.46,993.52,241.14,45.37,5.94,1319.00
C,4.60,104.04,66.96,977.60,238.07,44.92,5.81,1363.00
A,4.60,104.04,67.46,990.80,241.63,45.15,5.92,1341.00
A,4.60,104.20,67.12,995.60,243.26,45.07,6.10,1341.00
B,4.64,104.10,67.29,995.84,241.33,45.25,6.07,1385.00
C,4.64,104.10,67.95,997.60,245.84,45.17,5.94,1363.00
A,4.64,104.31,67.12,990.72,238.61,45.18,5.93,1385.00
C,4.64,103.73,67.12,984.16,234.75,45.07,6.11,1363.00
A,4.68,104.10,67.46,1011.04,248.96,45.29,6.14,1363.00
C,4.68,103.94,66.30,980.56,233.56,45.09,6.05,1341.00
C,4.68,104.25,67.46,1011.04,246.18,45.41,6.08,1341.00
A,4.68,104.25,67.95,1000.56,244.35,45.19,6.13,1363.00
A,4.68,104.31,67.79,1015.36,248.26,45.62,6.17,1363.00
B,4.72,104.51,67.62,1021.44,246.33,45.78,6.38,1363.00
A,4.72,104.10,68.11,1002.00,246.58,45.22,5.93,1341.00
B,4.80,104.36,67.62,1003.84,244.40,45.54,6.05,1363.00
A,4.80,104.20,67.62,1005.20,243.07,45.40,6.02,1429.00
B,4.84,104.46,67.29,1009.36,242.18,45.75,6.23,1363.00
B,4.84,104.46,67.95,1023.92,242.47,46.06,6.21,1363.00
A,4.84,104.25,67.12,992.24,236.88,45.43,6.12,1341.00
B,4.88,104.20,67.46,1019.44,248.96,45.74,6.23,1363.00
A,4.88,104.51,67.62,1002.64,238.26,45.42,6.29,1363.00
A,4.88,104.57,67.62,1027.84,246.98,46.04,6.32,1363.00
B,5.00,104.67,68.11,1046.48,263.86,45.58,6.31,1385.00
B,5.00,104.51,67.62,1017.68,246.43,45.43,6.65,1385.00
B,5.08,104.78,68.28,1042.72,254.80,45.84,6.64,1385.00
B,5.12,104.20,67.29,999.60,240.44,45.48,6.08,1363.00
A,5.16,104.72,68.11,1079.20,265.69,46.28,6.77,1407.00
A,5.16,104.72,68.11,1078.96,260.79,45.87,7.06,1407.00
B,5.16,104.78,67.95,1065.12,263.46,46.27,6.62,1363.00
A,5.16,104.67,67.62,1058.16,262.12,45.95,6.44,1363.00
A,5.16,104.83,68.61,1032.56,250.34,45.72,6.28,1341.00
A,5.20,104.99,68.28,1066.24,259.05,46.44,6.74,1385.00
B,5.20,104.83,68.28,1064.48,263.26,45.97,6.49,1385.00
B,5.24,104.83,67.95,1066.48,265.19,46.01,6.74,1341.00
B,5.24,104.83,68.94,1056.24,250.54,46.31,6.66,1363.00
A,5.24,104.78,67.95,1049.92,259.35,45.88,6.70,1407.00
B,5.24,104.72,67.79,1069.92,265.29,45.96,6.74,1363.00
A,5.24,105.14,67.29,1069.36,268.01,46.28,6.42,1385.00
A,5.32,104.88,68.11,1069.76,261.93,46.33,6.65,1429.00
A,5.32,104.93,68.28,1080.96,257.42,46.16,6.85,1363.00
B,5.32,104.78,67.79,1058.08,261.03,46.18,6.50,1363.00
B,5.36,104.93,68.11,1067.36,254.70,45.58,5.93,1429.00
B,5.36,104.72,67.95,1066.24,268.06,45.96,6.50,1429.00
A,5.36,104.99,68.44,1082.08,271.48,46.17,6.64,1385.00
B,5.36,104.83,67.62,1048.72,256.08,45.86,6.51,1385.00
A,5.36,104.78,67.95,1055.04,261.28,45.96,6.62,1385.00
B,5.44,105.14,67.95,1069.52,262.12,46.35,6.77,1385.00
A,5.44,104.99,68.11,1073.76,266.63,46.18,6.65,1385.00
A,5.44,104.93,68.44,1085.04,269.65,46.33,6.76,1429.00
A,5.48,104.93,67.95,1074.00,265.93,46.30,6.85,1429.00
A,5.48,104.99,68.11,1074.88,264.85,46.13,6.98,1407.00
B,5.52,105.04,68.28,1088.40,267.92,46.31,6.98,1363.00
B,5.56,105.36,68.94,1101.04,268.81,46.46,7.33,1429.00
B,5.60,105.04,68.61,1104.40,271.73,46.47,7.19,1407.00
A,5.60,105.14,68.78,1101.20,266.48,46.41,7.43,1407.00
B,5.60,104.99,68.78,1070.96,257.07,46.20,7.09,1407.00
B,5.60,105.25,68.44,1094.08,266.73,46.70,6.89,1385.00
B,5.60,105.09,69.60,1108.80,267.87,46.69,7.41,1385.00
A,5.64,105.09,68.11,1092.48,273.06,46.45,6.86,1363.00
B,5.64,105.20,68.44,1097.20,269.30,46.53,6.89,1429.00
A,5.64,105.04,67.95,1076.56,261.33,46.21,6.94,1363.00
A,5.68,105.14,68.78,1108.00,271.68,46.41,7.37,1429.00
A,5.68,105.51,69.11,1113.04,277.72,46.67,7.25,1407.00
A,5.72,105.30,68.11,1112.40,279.79,46.36,7.01,1407.00
B,5.72,105.25,68.61,1130.80,278.61,46.90,7.45,1429.00
B,5.72,105.25,68.78,1111.04,258.86,46.59,7.40,1407.00
B,5.76,105.25,68.11,1083.28,270.84,46.10,6.91,1407.00
A,5.76,105.46,68.78,1149.76,287.12,47.04,7.59,1429.00
A,5.76,105.46,68.78,1137.76,280.19,47.16,7.40,1363.00
B,5.76,105.30,68.44,1117.20,277.72,46.74,7.02,1363.00
A,5.76,105.25,68.78,1102.16,272.67,46.66,7.09,1429.00
B,5.76,105.25,68.28,1087.44,264.20,46.91,6.80,1407.00
B,5.76,105.41,67.95,1081.92,260.98,45.83,7.31,1407.00
A,5.80,105.20,68.28,1096.64,266.43,46.78,7.24,1385.00
A,5.80,105.46,69.93,1156.56,275.98,46.74,7.76,1429.00
A,5.80,105.51,69.11,1147.52,275.79,46.87,7.86,1407.00
B,5.84,104.83,68.28,1127.04,278.26,46.95,6.10,1385.00
B,5.84,105.36,68.78,1152.40,294.30,46.99,7.42,1407.00
B,5.88,105.30,69.11,1132.48,278.31,46.69,7.65,1429.00
A,5.88,105.62,69.27,1142.48,273.61,46.64,8.10,1385.00
A,5.88,105.20,69.43,1148.40,268.81,47.20,7.91,1407.00
B,5.88,104.99,68.94,1107.12,273.46,46.62,7.01,1319.00
A,5.96,105.51,68.44,1145.36,277.52,46.80,7.40,1429.00
B,6.00,105.99,70.43,1141.92,283.16,46.67,7.61,1407.00
B,6.00,105.93,69.43,1182.00,285.69,47.22,8.32,1451.00
A,6.04,105.62,69.11,1145.12,281.73,46.86,7.99,1451.00
A,6.12,105.51,68.78,1160.08,291.72,47.22,7.43,1363.00
A,6.12,105.30,69.60,1187.52,298.41,47.57,7.88,1407.00
B,6.16,105.62,68.78,1182.16,289.55,47.52,8.02,1407.00
B,6.24,105.62,68.94,1157.60,278.61,47.74,7.43,1451.00
A,6.28,105.93,69.76,1239.68,310.19,48.65,8.28,1429.00
A,6.32,105.93,68.78,1200.40,285.69,47.72,7.48,1407.00
B,6.32,105.51,69.11,1137.60,275.88,47.41,7.43,1429.00
B,6.48,106.30,70.26,1296.80,322.22,47.92,8.60,1429.00
A,6.72,106.30,70.26,1256.32,309.69,48.53,8.72,1451.00
C,2.08,101.36,64.49,892.64,211.19,44.07,5.06,1275.00
C,2.16,101.57,64.49,894.00,211.78,44.05,5.07,1253.00
C,2.16,101.42,64.32,893.20,211.34,44.04,5.06,1275.00
C,2.20,101.63,64.32,894.96,211.53,44.08,5.04,1275.00
C,2.40,101.73,64.82,897.44,212.67,44.11,5.09,1275.00
C,2.56,101.89,65.14,899.36,212.97,44.12,5.13,1275.00
C,2.60,101.89,65.14,898.96,212.43,44.14,5.14,1297.00
C,2.72,102.05,64.82,901.44,213.61,44.16,5.15,1341.00
C,2.80,102.05,65.14,904.96,215.35,44.18,5.17,1319.00
C,2.84,102.21,65.81,905.20,214.11,44.21,5.20,1297.00
C,2.88,102.31,65.14,903.36,214.01,44.18,5.18,1297.00
C,3.00,102.31,65.64,908.08,215.45,44.24,5.23,1319.00
C,3.12,102.47,64.82,912.16,216.43,44.24,5.23,1319.00
C,3.16,102.36,65.81,910.64,216.68,44.26,5.24,1319.00
C,3.32,102.78,65.64,920.24,218.91,44.42,5.33,1297.00
C,3.56,102.94,66.30,923.36,221.53,44.24,5.38,1319.00
C,3.60,102.94,65.64,925.52,221.14,44.40,5.40,1319.00
C,3.60,102.89,66.30,925.20,221.53,44.37,5.39,1319.00
C,3.68,103.04,65.64,927.76,222.08,44.44,5.39,1341.00
C,3.80,103.36,66.14,943.68,229.21,44.47,5.52,1319.00
C,3.84,103.15,66.63,939.20,227.03,44.39,5.56,1341.00
C,3.88,103.15,66.30,933.12,222.42,44.51,5.53,1341.00
C,3.88,103.41,66.30,939.92,223.07,44.64,5.64,1319.00
C,3.96,103.15,66.46,938.56,222.42,44.62,5.62,1341.00
C,3.96,103.36,66.63,946.00,227.23,44.57,5.63,1341.00
C,3.96,103.25,66.14,932.64,222.42,44.45,5.53,1319.00
C,4.00,103.41,66.79,946.96,226.04,44.77,5.63,1341.00
A,4.04,103.52,66.96,951.52,229.65,44.77,5.62,1341.00
C,4.08,103.46,66.63,954.08,230.34,44.85,5.58,1319.00
C,4.08,103.62,66.79,954.88,231.98,44.65,5.64,1341.00
C,4.12,103.46,66.63,947.28,225.30,44.75,5.72,1341.00
C,4.16,103.62,66.46,953.44,226.58,44.90,5.70,1341.00
C,4.16,103.57,67.79,957.44,229.26,44.81,5.78,1341.00
C,4.16,103.52,66.63,953.76,229.65,44.83,5.65,1363.00
C,4.20,103.83,67.12,961.92,231.14,44.88,5.79,1363.00
C,4.20,103.57,66.96,966.80,233.86,44.96,5.72,1319.00
C,4.20,103.46,66.46,947.44,228.46,44.70,5.59,1341.00
C,4.20,103.46,66.30,953.76,229.26,44.89,5.59,1319.00
C,4.20,103.46,66.63,946.96,225.84,44.79,5.61,1319.00
C,4.28,103.68,66.79,954.48,227.82,44.87,5.70,1341.00
A,4.36,103.78,66.46,975.04,236.73,45.24,5.77,1341.00
C,4.36,103.99,67.12,965.52,230.89,,5.85,1319.00
C,4.40,103.68,66.63,961.04,230.39,44.88,5.78,1319.00
C,4.40,103.68,66.30,960.72,231.43,44.99,5.69,1341.00
C,4.44,,67.12,987.92,243.61,44.97,6.00,1363.00
A,4.52,104.88,67.12,971.60,233.26,45.16,5.85,1341.00
C,4.60,103.94,67.62,975.92,234.55,45.00,5.95,1341.00
C,4.60,103.94,66.96,974.72,231.29,45.03,6.02,1385.00
C,4.60,103.99,67.12,971.04,234.60,45.01,5.80,1363.00
A,4.60,104.10,67.12,971.44,234.60,45.04,5.79,1319.00
B,4.64,104.10,67.12,975.12,234.35,45.33,5.84,1341.00
C,4.68,104.25,67.12,996.72,244.30,45.24,6.09,1363.00
B,4.68,104.20,67.12,975.20,235.84,45.02,5.83,1319.00
C,4.68,104.20,67.12,977.20,235.89,45.06,5.91,1385.00
C,4.68,103.99,66.79,970.48,231.29,45.01,6.00,1363.00
C,4.72,104.04,67.12,985.84,241.43,45.13,5.90,1363.00
A,4.76,104.20,67.79,1012.24,244.90,45.64,6.11,1385.00
C,4.76,103.99,67.46,974.32,232.72,45.18,5.94,1363.00
C,4.76,103.99,67.12,976.72,238.51,45.15,6.00,1363.00
B,4.76,104.83,67.95,1051.04,261.78,45.77,6.52,1341.00
C,4.80,104.20,67.29,991.28,242.18,45.11,6.02,1363.00
C,4.80,104.20,67.62,984.16,235.99,45.14,6.10,1385.00
A,4.80,104.25,66.96,1008.88,247.17,45.38,6.21,1385.00
C,4.80,104.15,66.96,985.28,239.40,45.24,5.84,1363.00
C,4.84,104.20,67.12,986.72,237.62,45.13,6.14,1363.00
C,4.88,104.10,67.12,983.84,235.69,45.33,6.01,1385.00
C,4.92,104.41,67.62,994.64,240.94,45.23,6.14,1407.00
A,4.96,104.10,67.46,1013.36,251.83,45.62,5.94,1341.00
A,4.96,104.31,66.96,1014.88,252.97,45.25,6.14,1385.00
A,4.96,104.36,67.62,1019.20,255.69,45.13,6.31,
B,5.00,104.36,67.46,1018.32,252.27,45.65,6.05,1363.00
B,5.00,104.51,67.95,1022.40,249.10,45.74,6.34,1363.00
A,5.00,104.46,67.95,1021.04,250.69,45.57,6.30,1407.00
A,5.08,104.51,67.79,1031.92,255.94,45.58,6.40,1385.00
A,5.08,104.67,68.28,1031.44,251.58,45.94,6.33,1363.00
B,5.08,104.62,68.11,990.48,243.26,45.57,6.47,1363.00
A,5.08,104.36,67.79,1024.32,252.57,45.68,6.23,1363.00
A,5.12,104.78,67.95,1041.52,255.19,46.13,6.38,1385.00
A,5.12,104.57,67.95,1046.40,267.37,45.62,6.24,1363.00
B,5.12,104.72,68.78,1049.52,254.25,46.11,6.59,1385.00
A,5.16,104.83,67.95,1054.00,263.61,45.81,6.50,1385.00
B,5.16,104.67,67.79,1028.40,250.79,45.93,6.32,1363.00
C,5.16,104.62,67.95,1008.80,243.91,45.42,6.34,1363.00
B,5.20,104.83,67.79,1047.12,256.13,46.04,6.59,1341.00
B,5.20,104.72,68.28,1058.88,265.04,45.90,6.55,1407.00
A,5.20,104.57,67.62,1023.28,249.70,45.70,6.33,1385.00
B,5.20,104.93,68.44,1027.04,253.07,45.75,6.43,1385.00
A,5.20,104.78,67.46,1033.12,252.03,45.75,6.56,1385.00
C,5.20,104.57,67.29,1016.80,241.23,45.92,6.47,1407.00
A,5.20,104.67,68.61,1051.60,264.35,45.94,6.37,1385.00
A,5.20,104.67,67.79,1023.52,251.08,45.73,6.32,1385.00
A,5.24,104.78,67.95,1066.24,257.17,45.92,6.59,1363.00
A,5.24,104.78,69.43,1185.44,303.55,47.79,7.65,1385.00
A,5.24,104.67,67.46,1018.24,247.37,45.70,6.32,1385.00
A,5.24,104.72,67.62,1041.84,258.11,45.62,6.52,1385.00
A,5.24,104.72,67.79,1048.40,264.15,45.76,6.38,1363.00
B,5.24,104.72,68.11,1036.80,248.11,46.19,6.59,1385.00
A,5.28,104.83,67.79,1037.36,257.32,45.62,6.41,1385.00
A,5.28,104.88,68.28,1040.88,255.49,46.10,6.59,1341.00
A,5.32,104.93,67.95,1047.28,257.62,46.06,6.44,1363.00
B,5.40,104.99,68.28,1052.24,258.02,46.22,6.54,1385.00
A,5.40,104.78,68.61,1078.64,278.90,46.13,6.44,1363.00
B,5.40,104.88,67.95,1064.40,264.00,46.33,6.50,1363.00
A,5.40,104.88,68.11,1050.64,260.69,46.19,6.35,1407.00
B,5.44,104.93,68.44,1076.40,270.49,46.02,6.75,1385.00
A,5.44,104.99,67.62,1066.80,264.95,46.29,6.64,1385.00
A,5.44,105.04,68.61,1077.36,267.62,46.10,6.90,1407.00
B,5.44,104.99,68.44,1056.96,252.87,45.95,7.14,1385.00
A,5.48,105.09,68.28,1050.32,262.62,45.89,6.45,1363.00
A,5.48,105.09,67.79,1100.88,287.52,46.01,6.72,1385.00
A,5.48,104.93,68.44,1056.32,259.30,46.15,6.60,1385.00
A,5.52,104.83,68.61,1057.04,257.67,46.42,6.62,1407.00
B,5.52,104.88,67.95,1035.68,255.69,45.62,6.45,1385.00
B,5.52,104.99,68.11,1052.32,254.25,46.22,6.71,1385.00
A,5.56,104.93,67.46,1051.12,262.62,45.78,6.49,1363.00
A,5.56,104.72,69.60,1025.28,252.42,45.36,6.44,1363.00
B,5.56,105.04,68.28,1066.00,265.79,46.18,6.69,1363.00
B,5.60,105.09,68.78,1107.92,282.62,46.42,6.99,1385.00
A,5.60,105.04,69.11,1081.04,268.11,46.58,6.72,1363.00
A,5.64,104.93,68.11,1069.20,268.31,45.88,6.72,1363.00
A,5.64,105.25,68.78,1090.32,265.79,46.73,7.06,1407.00
B,5.68,105.20,63.49,1073.04,260.64,46.74,6.73,1385.00
A,5.72,105.41,68.44,1107.04,272.57,47.04,7.15,1407.00
A,5.76,105.57,69.43,1110.40,274.00,46.62,7.24,1407.00
B,5.76,105.04,68.61,1069.52,262.27,46.26,6.83,1407.00
B,5.80,105.25,69.27,1122.24,273.51,47.02,7.55,1385.00
A,5.80,105.25,68.11,1080.32,265.93,46.79,6.76,1429.00
A,5.84,105.41,68.28,1097.60,264.75,47.28,7.07,1429.00
B,5.84,105.36,68.78,1114.40,268.26,47.32,7.18,1407.00
B,5.88,105.57,69.11,1103.36,264.05,46.41,7.86,1429.00
A,5.92,105.51,68.28,1106.08,272.27,46.48,7.04,1363.00
C,5.92,105.25,68.61,1095.60,269.75,46.59,7.16,1385.00
B,5.96,105.30,69.76,1106.32,270.14,46.69,7.12,1385.00
B,6.08,105.67,70.10,1160.40,275.74,47.25,7.84,1495.00
A,6.08,105.46,68.44,1131.04,279.20,47.28,7.40,1407.00
B,6.12,105.67,68.11,1120.64,271.78,46.76,7.34,1385.00
A,6.12,105.57,69.93,1141.28,282.81,47.60,7.32,1451.00
B,6.12,105.57,68.61,1136.56,288.66,47.10,7.22,1385.00
A,6.16,105.88,69.11,1166.40,297.61,47.31,7.62,1407.00
A,6.20,105.93,68.94,1168.16,298.60,46.99,7.68,1385.00
A,6.20,106.04,69.27,1251.68,318.40,47.72,8.83,1451.00
B,6.20,105.51,69.27,1151.44,294.60,46.73,7.40,1385.00
B,6.24,105.78,68.61,1083.04,273.31,46.10,6.81,1385.00
B,6.28,105.88,68.94,1152.32,282.77,47.39,7.72,1429.00
A,6.32,105.78,69.27,1208.72,313.60,47.62,8.05,1451.00
A,6.32,105.62,69.27,1156.08,298.01,46.79,7.52,1407.00
B,6.36,106.09,69.43,1224.48,311.62,48.27,8.23,1407.00
B,6.36,105.78,69.60,1207.44,299.45,48.17,8.13,1407.00
A,6.36,105.93,67.79,1077.92,278.41,45.73,6.61,1363.00
A,6.40,105.30,69.11,1204.48,311.57,47.79,7.70,1451.00
B,6.44,106.04,69.11,1188.72,302.17,47.38,7.89,1451.00
A,6.48,106.14,69.11,1227.84,304.25,48.90,8.00,1429.00
A,6.56,105.93,70.10,1196.96,298.70,48.08,8.00,1429.00
B,6.60,105.99,69.93,1245.76,319.79,48.62,8.27,1429.00
B,6.64,106.56,69.93,1288.80,328.45,48.57,9.07,1429.00
A,6.64,106.09,69.76,1209.04,292.12,47.57,8.57,1407.00
B,6.84,106.61,70.10,1313.12,357.31,48.44,8.52,1429.00
C,2.08,103.94,66.96,962.32,229.40,44.93,5.90,1319.00
C,2.56,102.15,64.98,900.24,213.37,44.12,5.13,1275.00
C,2.60,101.94,65.14,898.96,212.92,44.12,5.14,1297.00
C,2.60,102.00,65.14,901.36,213.86,44.13,5.15,1297.00
C,2.80,102.05,65.97,906.00,215.40,44.26,5.21,1319.00
C,3.04,102.26,65.14,905.20,214.36,44.18,5.23,1297.00
C,3.08,102.36,65.31,904.88,253.07,44.13,5.24,1297.00
C,3.12,102.42,65.64,910.00,215.40,44.28,5.27,1297.00
C,3.12,102.42,65.31,906.32,214.55,44.21,5.23,1297.00
C,3.20,102.36,65.47,910.24,215.59,44.28,5.54,1319.00
C,3.24,102.62,66.14,921.36,220.10,44.35,5.31,1341.00
C,3.24,102.15,66.14,913.52,217.62,44.28,5.26,1297.00
C,3.28,102.57,65.97,920.24,219.50,44.36,5.29,1341.00
C,3.32,102.62,65.97,916.64,217.67,44.29,5.33,1319.00
C,3.36,102.68,66.14,919.12,219.16,44.33,5.33,1319.00
C,3.36,102.68,65.81,920.08,220.40,44.33,5.30,1297.00
C,3.40,102.83,65.47,922.40,219.90,44.32,5.39,1319.00
C,3.40,102.68,65.97,916.56,218.46,44.27,5.32,1363.00
C,3.48,102.83,65.81,919.36,218.66,44.31,5.38,1275.00
C,3.52,102.83,65.81,918.00,218.02,44.37,5.35,1319.00
C,3.52,102.83,65.81,919.36,218.17,44.33,5.36,1341.00
C,3.52,102.78,65.81,922.08,219.36,44.44,5.36,1341.00
C,3.56,103.04,65.97,927.12,218.81,44.58,5.45,1341.00
C,3.56,102.94,65.81,922.72,220.84,44.31,5.37,1319.00
C,3.60,103.04,66.14,922.08,219.50,44.36,5.37,1297.00
C,3.60,103.04,65.81,926.16,221.68,44.40,5.42,1341.00
C,3.60,102.89,65.97,922.88,219.21,44.36,5.45,1319.00
C,3.60,102.89,66.14,927.44,220.89,44.37,5.47,1319.00
C,3.60,102.94,65.64,920.40,218.17,44.43,5.39,1363.00
C,3.60,102.83,65.81,922.88,219.36,44.35,5.42,1341.00
C,3.64,102.89,66.63,928.96,220.89,44.48,5.45,1319.00
C,3.64,102.83,65.64,921.68,,44.37,5.42,1363.00
C,3.68,103.04,65.97,929.84,220.99,44.53,5.45,1385.00
C,3.68,102.94,65.81,922.80,219.60,44.34,5.40,1363.00
C,3.68,103.15,66.14,936.32,225.05,44.55,5.44,1341.00
C,3.68,102.94,65.97,924.48,220.15,44.37,5.39,1297.00
C,3.72,103.15,66.14,940.24,226.48,44.51,5.53,1341.00
C,3.76,103.20,66.46,933.44,221.24,44.53,5.57,1363.00
C,3.76,103.10,66.14,931.60,221.38,44.56,5.51,1363.00
C,3.76,102.83,66.30,935.76,224.31,44.54,5.49,1297.00
C,3.80,103.04,66.30,930.80,221.93,44.54,5.46,1297.00
C,3.84,102.99,65.97,930.32,222.52,44.45,5.45,1319.00
C,3.88,103.52,66.63,940.80,225.54,44.63,6.02,1341.00
C,3.96,103.20,65.97,940.48,226.63,44.55,5.49,1319.00
C,4.00,103.41,66.63,941.36,227.13,44.40,5.60,1341.00
C,4.00,103.36,66.30,936.88,222.47,44.53,5.64,1341.00
